"term","hazard.ratio","confint.low","confint.high","p.value","padj.FDR","samples.with.microbe","samples.without.microbe","pass.prevalence.split"
"Pseudarthrobacter.sp..NIBRBAC000502772",0.812495171912125,0.381005378363062,1.73264851855045,0.590985694113695,0.998964162813261,19,479,"Yes"
"Borrelia.mayonii",1.09998622120188,0.776983309123192,1.55726599609895,0.591067981884297,0.998964162813261,80,418,"Yes"
"Mesorhizobium.oceanicum",0.889454395424375,0.57994804576517,1.36413792117524,0.591355885598693,0.998964162813261,66,432,"Yes"
"Bacteroides.xylanisolvens",1.24939473689695,0.552745269296177,2.82406253892222,0.592563088577177,0.998964162813261,16,482,"Yes"
"Desulfovibrio.gigas",0.800540234308185,0.35403028764703,1.81019728850191,0.593055535989408,0.998964162813261,20,478,"Yes"
"Carnobacterium.sp..PL12RED10",1.1499864832376,0.688692084799916,1.9202615229902,0.593182910647159,0.998964162813261,36,462,"Yes"
"Chryseobacterium.indologenes",0.928429817618568,0.706951756080261,1.2192938468992,0.593301934928488,0.998964162813261,226,272,"Yes"
"Actinomyces.qiguomingii",1.21511033794763,0.594226067355683,2.4847330241799,0.593454737932168,0.998964162813261,14,484,"Yes"
"Ensifer.sojae",0.823482807284999,0.403498222811005,1.68061194711038,0.593622994203829,0.998964162813261,19,479,"Yes"
"Pseudomonas.silesiensis",1.19098117049683,0.626568309538855,2.26381725166081,0.593791086796674,0.998964162813261,17,481,"Yes"
"Pseudomonas.lurida",0.880138615250499,0.550357836606126,1.40752784921177,0.594047027880823,0.998964162813261,40,458,"Yes"
"Prevotella.oris",0.918299172720891,0.671101094048515,1.25655192354509,0.594251900359785,0.998964162813261,132,366,"Yes"
"Pseudomonas.xanthomarina",1.08375334899974,0.806045099775333,1.45714094880736,0.594388829134549,0.998964162813261,153,345,"Yes"
"Pseudomonas.knackmussii",0.869673347311938,0.520032629412545,1.45439283661708,0.594569265434525,0.998964162813261,38,460,"Yes"
"Acidipropionibacterium.jensenii",0.906395387096625,0.630951523771835,1.30208513141991,0.594899215380486,0.998964162813261,86,412,"Yes"
"Aerococcus.urinaehominis",1.27479531240442,0.520930631309305,3.11961514807404,0.594918323928799,0.998964162813261,15,483,"Yes"
"Alcanivorax.pacificus",1.1682982545365,0.658421405705775,2.07302010494321,0.594980792327469,0.998964162813261,34,464,"Yes"
"Celeribacter.manganoxidans",0.801045357794127,0.353488656903158,1.81525956409774,0.595079332798222,0.998964162813261,15,483,"Yes"
"Micromonospora.krabiensis",1.13226030400419,0.715924158574793,1.79071118172041,0.595343316350817,0.998964162813261,42,456,"Yes"
"Streptomyces.olivaceus",1.07737880498495,0.81821293870213,1.4186344831848,0.595503761876798,0.998964162813261,207,291,"Yes"
"Comamonas.serinivorans",1.10443273578308,0.765111228656912,1.59424097070239,0.595843919379234,0.998964162813261,80,418,"Yes"
"Nostoc.punctiforme",0.764186373562206,0.2828548241344,2.06459555825243,0.595857733898031,0.998964162813261,13,485,"Yes"
"Nocardioides.sp..S.1144",1.1210405331036,0.734545021804937,1.71089836504933,0.596314141362819,0.998964162813261,59,439,"Yes"
"Actinopolymorpha.singaporensis",0.912766489454433,0.651154551526715,1.2794852809023,0.596322235429878,0.998964162813261,103,395,"Yes"
"Acidobacterium.capsulatum",1.18067804919719,0.638400840835564,2.18358211125093,0.596514536884926,0.998964162813261,26,472,"Yes"
"Mycolicibacterium.chubuense",1.14888539694761,0.687146193823633,1.92089786305104,0.596641385012745,0.998964162813261,34,464,"Yes"
"Achromobacter.insolitus",0.924131002551687,0.689905146354459,1.2378775754753,0.596764088801347,0.998964162813261,163,335,"Yes"
"Oceanithermus.profundus",1.21432439389342,0.591342587978535,2.49362004966594,0.596843498053405,0.998964162813261,14,484,"Yes"
"Chryseobacterium.indoltheticum",1.10184626821461,0.768570203371163,1.57964125261847,0.597691578963396,0.998964162813261,77,421,"Yes"
"Cupriavidus.necator",1.08192073789655,0.807570580996449,1.44947390436919,0.597729166420697,0.998964162813261,145,353,"Yes"
"Nitratireductor.sp..SY7",0.883397538617541,0.557329615081605,1.40023280679471,0.597816241637536,0.998964162813261,45,453,"Yes"
"Bacillus.methanolicus",1.17942611074038,0.63770050525435,2.18134679090672,0.598883852659828,0.998964162813261,22,476,"Yes"
"Corynebacterium.sp..LMM.1652",1.18012641940927,0.635745235261601,2.19065482294126,0.599742370540431,0.998964162813261,26,472,"Yes"
"Microvirga.ossetica",0.915209023843544,0.657149008043785,1.27460826551053,0.600094508185311,0.998964162813261,106,392,"Yes"
"Streptomyces.peucetius",1.0902093297625,0.789335528501802,1.50576825669704,0.600139873220635,0.998964162813261,369,129,"Yes"
"Lactobacillus.bombi",1.20926271530232,0.593760572737044,2.4628046754259,0.600573415694581,0.998964162813261,21,477,"Yes"
"Paenibacillus.sp..IHBB.10380",1.09433559118176,0.78073297429962,1.53390522182242,0.600800052804354,0.998964162813261,90,408,"Yes"
"Pedobacter.steynii",0.816038201392108,0.38086815066095,1.74842224264656,0.601048233579758,0.998964162813261,22,476,"Yes"
"Candidatus.Pantoea.carbekii",0.786054307370669,0.318840886311544,1.93789880991687,0.6010510506677,0.998964162813261,13,485,"Yes"
"Labrenzia.sp..THAF82",0.868274049924509,0.511334747519333,1.4743762856519,0.601077822226437,0.998964162813261,38,460,"Yes"
"Caulobacter.sp..K31",0.919004457906748,0.66928380483589,1.26189994072778,0.601604927387624,0.998964162813261,121,377,"Yes"
"Thiocystis.violascens",1.14394035857542,0.690413480299132,1.8953852746483,0.601679870558839,0.998964162813261,33,465,"Yes"
"Gloeocapsa.sp..PCC.7428",1.19812494739402,0.6072660649134,2.36387882101172,0.602125611509976,0.998964162813261,22,476,"Yes"
"Granulicella.tundricola",0.897530485346261,0.597761997155757,1.34762828008284,0.602151838874853,0.998964162813261,75,423,"Yes"
"Acetobacter.pasteurianus",1.07616461532361,0.81610330635828,1.41909764395217,0.602995910458331,0.998964162813261,299,199,"Yes"
"Agrococcus.sp..SGAir0287",0.837504310496496,0.42900746522278,1.63496798298363,0.603372943651529,0.998964162813261,23,475,"Yes"
"Stanieria.sp..NIES.3757",0.911287369308389,0.641692453429673,1.29414747675853,0.603689282871035,0.998964162813261,96,402,"Yes"
"Sphingobacterium.sp..ML3W",0.825818859187333,0.400879398528511,1.70120188438909,0.603752463325021,0.998964162813261,18,480,"Yes"
"Acidiferrobacter.sp..SPIII_3",1.15623589199882,0.668057278884888,2.00114792578535,0.603977458619151,0.998964162813261,29,469,"Yes"
"Pseudomonas.sp..IB20",0.89034739824778,0.574007355203651,1.38102496837404,0.604059410851795,0.998964162813261,49,449,"Yes"
"Xanthomonas.vesicatoria",0.825777874658416,0.400464188143527,1.7027967005903,0.604152227015018,0.998964162813261,19,479,"Yes"
"Kushneria.konosiri",1.16820183171496,0.648974427051383,2.10284945405737,0.604206190557599,0.998964162813261,23,475,"Yes"
"Candidatus.Sodalis.pierantonius",1.07462624647697,0.818576783348488,1.41076755792322,0.604240536482713,0.998964162813261,287,211,"Yes"
"Sphingosinicella.sp..BN140058",1.11602157941436,0.736565180459922,1.69096259063021,0.604622383569917,0.998964162813261,64,434,"Yes"
"Planctomycetes.bacterium.Pan181",1.15584428642634,0.667295498264138,2.00207556912904,0.605349355435283,0.998964162813261,36,462,"Yes"
"Roseomonas.gilardii",0.901749008173132,0.609042681532219,1.33513019431662,0.605508252465305,0.998964162813261,76,422,"Yes"
"Thermoplasma.acidophilum",1.12987845242773,0.710814502214949,1.79600347669108,0.605569399744491,0.998964162813261,42,456,"Yes"
"Neisseria.gonorrhoeae",1.10829864507054,0.750130340118322,1.63748327586836,0.605634549924833,0.998964162813261,73,425,"Yes"
"Nitrosospira.lacus",0.8063892765917,0.356058628733173,1.82628256395771,0.605899755711702,0.998964162813261,15,483,"Yes"
"Ostreid.herpesvirus.1",0.907942906855891,0.629062344030637,1.31045885981339,0.605979373303763,0.998964162813261,85,413,"Yes"
"Geobacter.metallireducens",0.9026882472083,0.611540262107734,1.33244877261154,0.606341156817233,0.998964162813261,425,73,"Yes"
"Pseudomonas.sp..09C.129",1.20462966000778,0.59315607660767,2.44646000437129,0.606524637088579,0.998964162813261,15,483,"Yes"
"Aminipila.sp..JN.18",1.12137076838464,0.724652933521067,1.7352753877329,0.607095502691035,0.998964162813261,51,447,"Yes"
"Janthinobacterium.sp..1_2014MBL_MicDiv",0.873613689721154,0.521806123029266,1.46261388125835,0.607335311405521,0.998964162813261,36,462,"Yes"
"Gramella.flava",0.791780420749609,0.324831019652367,1.92997650086913,0.607540882263923,0.998964162813261,13,485,"Yes"
"Anoxybacillus.amylolyticus",0.922593130896623,0.678196365792293,1.25506140715345,0.607878972868403,0.998964162813261,132,366,"Yes"
"Lacimicrobium.alkaliphilum",1.23731852170578,0.547224996039383,2.79767396452408,0.608945640502326,0.998964162813261,15,483,"Yes"
"Bradyrhizobium.guangzhouense",0.922599363605904,0.677575905727965,1.256227647014,0.608981501870394,0.998964162813261,151,347,"Yes"
"Arthrobacter.sp..UKPF54.2",1.19260277175739,0.606605834193064,2.34468791929017,0.609577789550521,0.998964162813261,25,473,"Yes"
"Pseudomonas.granadensis",0.836588145236052,0.42173617940126,1.65952023784898,0.609664960391751,0.998964162813261,15,483,"Yes"
"Corynebacterium.nuruki",0.902567503759839,0.60871473594839,1.33827563345261,0.609991667531043,0.998964162813261,74,424,"Yes"
"Acidibrevibacterium.fodinaquatile",1.12942929093089,0.707150053465661,1.80387531183945,0.610414574209839,0.998964162813261,44,454,"Yes"
"Proteus.hauseri",1.21937819119796,0.568528062025672,2.61532063671833,0.610429760922212,0.998964162813261,15,483,"Yes"
"Mycoplasma.salivarium",1.15442837977784,0.663905327540694,2.00737187781462,0.610914747516438,0.998964162813261,32,466,"Yes"
"Thermoanaerobacterium.sp..RBIITD",1.10706606337069,0.748158193687888,1.63814989798582,0.610929872993738,0.998964162813261,69,429,"Yes"
"Microbacterium.sp..CBA3102",1.12548348690771,0.712809715829143,1.77707044555149,0.611972582186904,0.998964162813261,44,454,"Yes"
"Actinomyces.viscosus",0.876736434737465,0.527301810225451,1.45773589449184,0.612078463100922,0.998964162813261,43,455,"Yes"
"Prevotella.ruminicola",0.872055337790747,0.513554205360886,1.48081839118604,0.612328904097663,0.998964162813261,43,455,"Yes"
"Pseudomonas.stutzeri",1.1708887851451,0.635851707075673,2.1561325257485,0.612546032990228,0.998964162813261,466,32,"Yes"
"Paenibacillus.odorifer",0.85980295239945,0.47856235027711,1.54475402531508,0.613356729644451,0.998964162813261,30,468,"Yes"
"Streptococcus.sp..Z15",0.821957636736203,0.384173394752178,1.75861828491478,0.613390112621115,0.998964162813261,15,483,"Yes"
"Aminobacterium.colombiense",0.848630356251443,0.448671265381837,1.60512503723312,0.61373661397227,0.998964162813261,28,470,"Yes"
"Candidatus.Babela.massiliensis",1.23387931551718,0.544896171242156,2.79403351612934,0.614277464908778,0.998964162813261,11,487,"Yes"
"Candidatus.Endolissoclinum.faulkneri",1.21675974446982,0.566970293571459,2.61125546179196,0.614580175632862,0.998964162813261,16,482,"Yes"
"Corynebacterium.segmentosum",0.931030402661402,0.704837483093369,1.22981202258936,0.614791820493132,0.998964162813261,199,299,"Yes"
"Pseudomonas.sp..S.6.2",1.201049204657,0.588056705834739,2.45302736571905,0.615111447004761,0.998964162813261,16,482,"Yes"
"Elizabethkingia.bruuniana",1.23389974775889,0.543653033305255,2.80051520776593,0.615244052616246,0.998964162813261,12,486,"Yes"
"Pantoea.sp..201603H",1.10756491598887,0.743461921154941,1.64998368877292,0.615421445096749,0.998964162813261,57,441,"Yes"
"Megasphaera.hexanoica",0.818865167923811,0.375259677477565,1.7868697424305,0.61570371202121,0.998964162813261,16,482,"Yes"
"Neisseria.subflava",1.11015799255282,0.737662919041011,1.67075060521023,0.616325104033066,0.998964162813261,59,439,"Yes"
"Scytonema.sp..NIES.4073",0.824503903846979,0.387238485696855,1.75552459935784,0.616748688754863,0.998964162813261,21,477,"Yes"
"Sagittula.sp..P11",0.842840176379506,0.430708288624128,1.64932874913715,0.617665249787306,0.998964162813261,23,475,"Yes"
"Neorickettsia.sennetsu",1.21287445995533,0.567615711873046,2.59165563045753,0.618366808425483,0.998964162813261,16,482,"Yes"
"Rhizobium.favelukesii",1.23237941645428,0.541582987466356,2.8042960381848,0.618424286083836,0.998964162813261,13,485,"Yes"
"Gryllotalpicola.sp..2DFW10M.5",0.835066955248808,0.410350344553087,1.69936940227986,0.619038483100295,0.998964162813261,26,472,"Yes"
"Flavobacterium.sp..XS.5",0.896745689829173,0.583563292127292,1.37800448224867,0.619054699156428,0.998964162813261,68,430,"Yes"
"Actinomyces.sp..oral.taxon.897",1.10521248759966,0.7444879238619,1.64071787277615,0.619711611724141,0.998964162813261,62,436,"Yes"
"Synechococcus.sp..KORDI.100",1.14342357437892,0.672574880036877,1.94389875276604,0.620590978402105,0.998964162813261,32,466,"Yes"
"Petrimonas.mucosa",0.86067072821466,0.474805457021592,1.5601212906276,0.621015505449096,0.998964162813261,32,466,"Yes"
"Sulfitobacter.sp..SK025",0.778327327755537,0.288002868888291,2.10342845357574,0.621263859733767,0.998964162813261,11,487,"Yes"
"Microvirga.sp..HR1",0.932208805886348,0.705475953915774,1.2318113083069,0.621517888416622,0.998964162813261,203,295,"Yes"
"Halothermothrix.orenii",0.83688189695284,0.411864743237089,1.70048862144099,0.622526655142489,0.998964162813261,20,478,"Yes"
"Opitutus.terrae",1.15843717212812,0.644817654481105,2.08117236313591,0.622704140964287,0.998964162813261,30,468,"Yes"
"X.Mycobacterium..stephanolepidis",0.843987093381278,0.429272207267879,1.65935320697264,0.622896383638266,0.998964162813261,17,481,"Yes"
"Candidatus.Desulfofervidus.auxilii",0.825581782979059,0.384212117869891,1.77398173739459,0.62333621062972,0.998964162813261,21,477,"Yes"
"Pseudomonas.sp..XWY.1",1.14097066510429,0.673714798760474,1.93229250867526,0.623686430955609,0.998964162813261,28,470,"Yes"
"Paenibacillus.sp..37",1.23237287076351,0.533867789415294,2.84479214274615,0.624464691319887,0.998964162813261,12,486,"Yes"
"Paraburkholderia.sp..CCGE1002",0.931969780302749,0.702711414118355,1.23602328629782,0.624796823924789,0.998964162813261,173,325,"Yes"
"Gloeobacter.violaceus",0.87969223967434,0.525921803411821,1.47143250483816,0.625277754872104,0.998964162813261,47,451,"Yes"
"Beutenbergia.cavernae",1.12214651407423,0.7066135654161,1.78203881255442,0.62529611740724,0.998964162813261,47,451,"Yes"
"Flavobacteriaceae.bacterium.10Alg115",0.913349366872813,0.634715677235187,1.31430039604625,0.625469023325581,0.998964162813261,421,77,"Yes"
"Thermofilum.uzonense",0.801030188995307,0.328523857687832,1.9531286652903,0.625643688299413,0.998964162813261,12,486,"Yes"
"Paraburkholderia.caribensis",1.07426045750551,0.805590224739221,1.43253417819653,0.625686304094394,0.998964162813261,166,332,"Yes"
"Streptomyces.niveus",0.93280812282369,0.70518559387488,1.23390353059345,0.626019902706393,0.998964162813261,183,315,"Yes"
"Mycolicibacterium.gilvum",1.10229072818943,0.745044639413733,1.6308349663565,0.626035520948277,0.998964162813261,62,436,"Yes"
"Theileria.annulata",1.06947052271231,0.815871658469562,1.40189598091452,0.626713820245561,0.998964162813261,255,243,"Yes"
"Piscirickettsia.salmonis",1.13565711279258,0.680078085046923,1.89642499323795,0.626788920645858,0.998964162813261,454,44,"Yes"
"Microbacterium.sp..PAMC.28756",1.1541623672521,0.64728824471065,2.05795606650702,0.62704430458559,0.998964162813261,24,474,"Yes"
"Paracoccus.denitrificans",0.859924765733085,0.467344732930693,1.58228081032158,0.627633652857831,0.998964162813261,34,464,"Yes"
"Brevundimonas.sp..GW460.12.10.14.LB2",1.12966979601298,0.689857912629249,1.84987926449986,0.628007522358446,0.998964162813261,42,456,"Yes"
"Gallibacterium.anatis",0.89783144957831,0.580502485605601,1.38862680494974,0.628118468940711,0.998964162813261,58,440,"Yes"
"Lysinibacillus.timonensis",1.19191668966268,0.585634765926508,2.42585563179276,0.628230426760152,0.998964162813261,18,480,"Yes"
"Pseudomonas.sp..DY.1",0.874223646985208,0.507297485525104,1.50654597500523,0.628327206032806,0.998964162813261,38,460,"Yes"
"Spiroplasma.culicicola",0.782560080195513,0.289892309754527,2.11250957168947,0.628449239321386,0.998964162813261,14,484,"Yes"
"Serratia.marcescens",1.07503621113509,0.801639803487103,1.4416734925392,0.628913197601048,0.998964162813261,138,360,"Yes"
"Neorhizobium.sp..SOG26",0.933827222399059,0.70738204508862,1.23276140149174,0.628973918529279,0.998964162813261,201,297,"Yes"
"Singulisphaera.acidiphila",0.934653703335541,0.710514966937405,1.22949914612538,0.629041610579713,0.998964162813261,239,259,"Yes"
"Clostridiales.bacterium.CCNA10",0.902656021566736,0.595709635875615,1.36776013715652,0.629098950062213,0.998964162813261,62,436,"Yes"
"Gramella.sp..MAR_2010_147",0.891917080766235,0.560656208471897,1.41890175644499,0.629180329889611,0.998964162813261,52,446,"Yes"
"Colwellia.sp..PAMC.20917",0.754855875219566,0.240966031455286,2.36467932393713,0.629298469384705,0.998964162813261,12,486,"Yes"
"Marinobacter.salinus",0.892748452864756,0.563031796655829,1.41555024925103,0.629541199221855,0.998964162813261,55,443,"Yes"
"Rhodanobacteraceae.bacterium.Dysh456",1.13941274597899,0.670005562686157,1.93768750291332,0.629983464323491,0.998964162813261,33,465,"Yes"
"Gloeomargarita.lithophora",1.11259622803344,0.720643654213639,1.71772881006631,0.630157786154789,0.998964162813261,57,441,"Yes"
"Squirrelpox.virus",0.935024593893254,0.711075752891262,1.22950471539836,0.630567568405061,0.998964162813261,278,220,"Yes"
"Rhodoferax.antarcticus",1.12806504481623,0.690079317391296,1.84403548007608,0.630813772600473,0.998964162813261,44,454,"Yes"
"Arcobacter.cryaerophilus",0.896839183193058,0.575191765421942,1.39835193906222,0.630914796150411,0.998964162813261,55,443,"Yes"
"Planctomycetes.bacterium.TBK1r",0.926713372206565,0.679245973497577,1.26433973513945,0.631095874183752,0.998964162813261,134,364,"Yes"
"Streptomyces.sp..SM17",0.887164387920514,0.544115075488646,1.4464966817682,0.631228441606343,0.998964162813261,42,456,"Yes"
"Micromonospora.sp..HM134",0.903912080437951,0.598362180755447,1.36548912254132,0.631253983669992,0.998964162813261,63,435,"Yes"
"Agrococcus.carbonis",1.1274147026237,0.690748272780176,1.84012608033923,0.631376123871191,0.998964162813261,38,460,"Yes"
"Thermoanaerobacter.italicus",0.804008481002365,0.329202373795271,1.96362386477122,0.632065821028829,0.998964162813261,16,482,"Yes"
"Salmonella.bongori",0.784534961649811,0.290072197998321,2.12186865993422,0.632634836185006,0.998964162813261,11,487,"Yes"
"Vibrio.parahaemolyticus",0.932523000659641,0.700229594029166,1.24187717025145,0.632685335657086,0.998964162813261,333,165,"Yes"
"Kangiella.sediminilitoris",0.784743629632073,0.290394400486878,2.12064200692447,0.632719095497364,0.998964162813261,12,486,"Yes"
"Streptomyces.sp..P3",0.900768243573512,0.586768696490758,1.38279944632883,0.6327308688752,0.998964162813261,62,436,"Yes"
"Mycolicibacterium.aurum",1.11723424565408,0.708845199968323,1.76090965942638,0.632968666235617,0.998964162813261,49,449,"Yes"
"Azoarcus.sp..DD4",1.13309081560176,0.678411360159162,1.89250191226139,0.633059001837776,0.998964162813261,454,44,"Yes"
"Methanoplanus.limicola",1.17825340856616,0.600646472817705,2.3113114912424,0.633251003821692,0.998964162813261,15,483,"Yes"
"Hahella.sp..KA22",1.19110839569604,0.580525423586141,2.44388816175091,0.633417434935747,0.998964162813261,17,481,"Yes"
"Gramella.forsetii",0.820158427508749,0.362760109035819,1.85428284273452,0.633831339827042,0.998964162813261,16,482,"Yes"
"Halothece.sp..PCC.7418",0.897375464452143,0.574741880489539,1.40112066222631,0.633845202771085,0.998964162813261,49,449,"Yes"
"Sporanaerobacter.sp..JN28",0.831784046578326,0.389335275704635,1.77704087791698,0.634408411215391,0.998964162813261,21,477,"Yes"
"Streptococcus.acidominimus",1.20305026519864,0.561392394265658,2.57810749731965,0.634528366189623,0.998964162813261,11,487,"Yes"
"Flavivirga.eckloniae",1.12343801199842,0.695208277300583,1.81544582826835,0.634553746263243,0.998964162813261,44,454,"Yes"
"Christensenella.sp..Marseille.P3954",0.848525532083707,0.430976873511262,1.67061302554816,0.634631939149612,0.998964162813261,22,476,"Yes"
"halophilic.archaeon.DL31",1.15291220519538,0.640798147607483,2.07429836969922,0.634904958357499,0.998964162813261,26,472,"Yes"
"Streptococcus.urinalis",0.935240743640032,0.709369296215638,1.23303229112199,0.634995903000875,0.998964162813261,284,214,"Yes"
"Acidithiobacillus.caldus",0.880433652020205,0.520383263283732,1.48960097355588,0.63505140604169,0.998964162813261,37,461,"Yes"
"Polaribacter.sp..ALD11",1.24206185874924,0.50741003043756,3.04037675335128,0.63507144429792,0.998964162813261,11,487,"Yes"
"Chryseobacterium.antarcticum",1.16874351742908,0.613283805954309,2.22729085012601,0.63555117930165,0.998964162813261,23,475,"Yes"
"Thermomicrobium.roseum",1.14147902721046,0.660325268541108,1.97323112053561,0.635618298392455,0.998964162813261,31,467,"Yes"
"Dermacoccus.nishinomiyaensis",0.915319082928055,0.634692916222455,1.32002264742248,0.635740839637074,0.998964162813261,78,420,"Yes"
"Delftia.acidovorans",0.89402253311957,0.562380158470779,1.42123842330946,0.635746819148683,0.998964162813261,455,43,"Yes"
"Micromonospora.viridifaciens",0.928886329931616,0.684193186173119,1.26109091901349,0.636291326552414,0.998964162813261,130,368,"Yes"
"Thermanaeromonas.toyohensis",1.20359698025416,0.558350293157377,2.59451048675034,0.636300072678276,0.998964162813261,12,486,"Yes"
"Aequorivita.sp..H23M31",1.17701720321157,0.598954766650253,2.31297849819924,0.636313213883593,0.998964162813261,18,480,"Yes"
"Brachyspira.murdochii",1.07104064216426,0.805760172124955,1.42365941734552,0.636468805793607,0.998964162813261,163,335,"Yes"
"Sphingobacterium.mizutaii",0.832017359467547,0.387997673351754,1.78416762264386,0.636576725761874,0.998964162813261,16,482,"Yes"
"Aeromonas.encheleia",1.13584578619895,0.669588543528706,1.92677378144331,0.636632566173728,0.998964162813261,32,466,"Yes"
"Salinibacterium.sp..UTAS2018",1.09569410302487,0.749843717298457,1.60106104739907,0.636742709864923,0.998964162813261,70,428,"Yes"
"Nocardia.brasiliensis",0.922376376353501,0.659341024955227,1.29034619029324,0.637112688358583,0.998964162813261,398,100,"Yes"
"Burkholderia.sp..CCGE1001",0.805415657064381,0.326890755119501,1.9844378297187,0.638104936359046,0.998964162813261,13,485,"Yes"
"Microcella.alkaliphila",1.18658227350951,0.581306054786428,2.42209328496379,0.638420938195707,0.998964162813261,20,478,"Yes"
"Methylosinus.trichosporium",0.822477882616432,0.363791961205748,1.85949646922138,0.638665567195838,0.998964162813261,20,478,"Yes"
"Thiomicrorhabdus.aquaedulcis",1.27043509073327,0.467769389628234,3.45042953975506,0.6386836978839,0.998964162813261,11,487,"Yes"
"Desulfosporosinus.youngiae",0.822943952752758,0.364753866646357,1.85669518900245,0.638785362733118,0.998964162813261,19,479,"Yes"
"Caldilinea.aerophila",0.863396709679389,0.467498342575182,1.59455940352411,0.638883130762535,0.998964162813261,26,472,"Yes"
"Dermabacter.hominis",1.21767817001828,0.534662318448128,2.77322727743889,0.639079176495738,0.998964162813261,14,484,"Yes"
"Streptomyces.sp..WAC.01529",0.915858717967488,0.634106425611371,1.32280191052839,0.639377271704356,0.998964162813261,83,415,"Yes"
"Halopenitus.persicus",0.929112056819459,0.683057941817863,1.26380085974825,0.639486794129902,0.998964162813261,375,123,"Yes"
"Candidatus.Hamiltonella.defensa",0.787999331090935,0.289847689522798,2.14230773004289,0.640563534352305,0.998964162813261,13,485,"Yes"
"Dinoroseobacter.shibae",1.13892544812063,0.659284279929701,1.96751419056297,0.640944712115928,0.998964162813261,32,466,"Yes"
"Paracoccus.zhejiangensis",0.907457850446087,0.603257297080073,1.36505559787191,0.641111810651742,0.998964162813261,64,434,"Yes"
"Rhizobium.sp..NXC24",1.11745129398699,0.700465402532623,1.78266819448665,0.641208468325338,0.998964162813261,40,458,"Yes"
"Capnocytophaga.canimorsus",0.927756066170423,0.676370414943489,1.27257387268769,0.641891302045084,0.998964162813261,123,375,"Yes"
"Ruminococcus.albus",0.789943265786631,0.292339027874882,2.13454347063341,0.641991816912022,0.998964162813261,13,485,"Yes"
"Allochromatium.vinosum",1.08263665787073,0.774509945465489,1.51334678118439,0.64218753328559,0.998964162813261,96,402,"Yes"
"Streptomyces.albus",1.06673872171613,0.812119570814235,1.40118714202105,0.642420819695444,0.998964162813261,213,285,"Yes"
"Kosmotoga.pacifica",0.790318479448008,0.292652039715568,2.13428650476542,0.642463331265147,0.998964162813261,11,487,"Yes"
"Bordetella.genomosp..13",0.933711754871593,0.698177828703622,1.24870427753941,0.643764514983458,0.998964162813261,348,150,"Yes"
"Candidatus.Nitrosotenuis.aquarius",1.09286730691732,0.749779865168888,1.59294615128094,0.644116245283222,0.998964162813261,62,436,"Yes"
"Pseudomonas.moraviensis",0.896861719586252,0.56494137315387,1.42379542777818,0.644357412290852,0.998964162813261,50,448,"Yes"
"Klebsiella.oxytoca",1.11104443507367,0.710169253067958,1.73820498617115,0.644696790605871,0.998964162813261,441,57,"Yes"
"Kineococcus.radiotolerans",0.926388628829466,0.669284666428957,1.2822584091214,0.644803470115634,0.998964162813261,132,366,"Yes"
"Pseudarthrobacter.equi",0.854278199155818,0.437230550332291,1.66912225369035,0.644889582026386,0.998964162813261,24,474,"Yes"
"Micrococcus.luteus",1.06831723991515,0.806493054466852,1.41514141848921,0.645013017944387,0.998964162813261,312,186,"Yes"
"Phycisphaera.mikurensis",1.07440399775506,0.791657099073024,1.45813629631278,0.645097549653473,0.998964162813261,122,376,"Yes"
"Nocardioides.sp..HY056",1.13792599013856,0.656499729875798,1.97239313301439,0.645225090346693,0.998964162813261,32,466,"Yes"
"Thiomonas.intermedia",0.876379455305354,0.499688415898478,1.53703973365144,0.645267626235409,0.998964162813261,29,469,"Yes"
"Aerococcus.viridans",0.85457897649079,0.437602520213994,1.66887801903635,0.645383072931459,0.998964162813261,27,471,"Yes"
"Pelodictyon.phaeoclathratiforme",0.792140136783508,0.293476828926703,2.13811086414632,0.645550467265711,0.998964162813261,12,486,"Yes"
"Burkholderia.sp..MSMB617WGS",1.08638921585668,0.763078613802639,1.5466840597828,0.645709261510838,0.998964162813261,404,94,"Yes"
"Devosia.sp..I507",1.14113652738423,0.649750119021953,2.0041436484701,0.645904591662403,0.998964162813261,31,467,"Yes"
"Proteobacteria.bacterium.H1R30.47",1.07306344919588,0.794151619209418,1.4499311443153,0.646106185522123,0.998964162813261,143,355,"Yes"
"Clostridium.sp..BNL1100",0.861157989755023,0.454600955440338,1.63130559767651,0.646532846720286,0.998964162813261,35,463,"Yes"
"Deinococcus.maricopensis",0.937759011060951,0.712532115201334,1.23417870446096,0.646550187704945,0.998964162813261,301,197,"Yes"
"Emcibacter.congregatus",0.918416113447938,0.638292954788427,1.32147496085149,0.646641699248726,0.998964162813261,89,409,"Yes"
"Bifidobacterium.dentium",1.18133688766979,0.579049537321071,2.41008195710815,0.646890755491153,0.998964162813261,17,481,"Yes"
"Bacillus.amyloliquefaciens",0.871475232722586,0.483555764723008,1.570592549308,0.647127514784802,0.998964162813261,30,468,"Yes"
"Planctomycetes.bacterium.Pan161",0.934216506672579,0.698067369787862,1.25025251016208,0.647169475158633,0.998964162813261,167,331,"Yes"
"Shinella.sp..HZN7",1.08413559564283,0.767078204931991,1.53224271291092,0.647187408048824,0.998964162813261,99,399,"Yes"
"Bacillus.velezensis",0.926979021823744,0.6697402693462,1.28301992015523,0.647517883014312,0.998964162813261,388,110,"Yes"
