Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SCOC	2702.49721292349	-0.0683263862915929	0.0558789947342315	-1.2227561826508	0.221421799764802	0.324251650503714
EGLN1	2650.62012525156	-0.070849141631766	0.057942574756079	-1.22274755531696	0.221425059295073	0.324251650503714
ABCC10	1576.60270476386	-0.0682455768116845	0.0558145701171333	-1.22271974268481	0.2214355675399	0.324251650503714
RAB11A	9715.45562278694	-0.0758400778129422	0.0620268288648131	-1.22269797119945	0.221443793551465	0.324251650503714
GJB4	921.608194127602	0.169574286314357	0.138700529541307	1.22259292646648	0.221483486120352	0.324269681388438
USP17L1	1.9166985669526	-0.519269168644839	0.424730057808342	-1.22258634419313	0.221485973490827	0.324269681388438
ABO	890.880125359301	0.257647591597578	0.21078586477474	1.22231911458065	0.221586973597368	0.324395680689466
LINC01485	5.00638187763832	0.26638685958293	0.217943455993914	1.22227510052134	0.221603611986946	0.324398168686567
CCDC85C	3471.3288145395	-0.0960468206413201	0.0785910521704087	-1.22210885321986	0.221666465603845	0.324468304724469
LINC00161	1.59323006082706	0.328140745901195	0.268545769486259	1.2219173905772	0.221738868284559	0.324552407980534
MARS1	6546.42191084098	0.0530969432425498	0.0434582881148814	1.22179095279107	0.221786690735643	0.324600524993226
ZSCAN18	344.759022883179	-0.184770974939998	0.151238416746725	-1.22171984416783	0.221813589332757	0.324618014042379
PITPNM2-AS1	1.3702317982014	-0.249207260812807	0.204022784353784	-1.2214677963647	0.221908951476375	0.324735688476952
OLIG2	3.1682757975783	-0.323596286799536	0.26495222669619	-1.22133824212238	0.221957979675897	0.324766207837928
ZNF26	510.418369748989	0.0794597549487588	0.0650598262980277	1.22133364735355	0.221959718651747	0.324766207837928
C9orf170	9.09223832603611	-0.237350171072546	0.19435626162963	-1.22121185642501	0.22200581625482	0.324811770649065
CCDC121	94.3017264224597	0.0871032738565625	0.0713429461660432	1.2209094036268	0.222120323642768	0.324957409412026
ACKR4	153.76484651897	-0.217729536605946	0.178345258305136	-1.22083165358636	0.222149766321958	0.324963744622595
UPK2	33.2994750526547	-0.209432344739771	0.171550701888788	-1.22081893244331	0.222154583878537	0.324963744622595
CDC26	386.792148712913	-0.0780310049872222	0.0639284695415902	-1.2205986714019	0.222238009631781	0.325063881123139
ARL13A	8.44212180169655	0.136906937442925	0.112195484410174	1.22025354373807	0.222368774798811	0.325233242052683
ZNF154	53.3275303813263	-0.124946112864199	0.102417063850425	-1.21997358806026	0.222474887461923	0.325366526214686
ZNF254	290.243047527039	-0.152691970792853	0.125166695362592	-1.21990894103678	0.222499396020018	0.325380455557592
SLC38A4	250.123334664369	-0.219587566148545	0.180047087911536	-1.21961187318085	0.222612043298512	0.325523267355366
SCRT1	2.46736106963676	0.248341243440003	0.203654273084014	1.21942564562618	0.222682681068277	0.32559322423834
NEMP2	615.926318569585	0.100789282445686	0.0826546982588497	1.21940173479364	0.222691751822114	0.32559322423834
ERAS	1.79378792243972	0.265884095765673	0.218050889760433	1.21936716725987	0.22270486574313	0.32559322423834
C11orf80	1210.86639164004	-0.0935226966079498	0.0767038448200815	-1.21926999653432	0.22274173246265	0.325625199974852
TMPRSS12	2.03443746329249	-0.243434708813774	0.199682752327082	-1.21910733890039	0.222803454789736	0.3256935052682
TNKS2	3993.13804493562	-0.0726057078770437	0.0595668825189197	-1.21889386865231	0.222884477126726	0.325790012170629
ZNF549	225.590984958026	-0.132340351777547	0.10863055495791	-1.21826084593625	0.223124863994704	0.326119433374503
COL4A2-AS2	2.10154432328139	-0.321832104548109	0.264193274068708	-1.21816918194674	0.22315968825715	0.32614838003123
ARHGEF2-AS1	0.454863230165989	-0.40453378277907	0.332241806766195	-1.21758843872333	0.223380410029275	0.32644899413054
ZC3H13	3256.31136306614	-0.075064648177489	0.0616523953839437	-1.21754633717019	0.223396417541193	0.326450417692262
OTUD7B	1760.93905075405	0.067056188101171	0.055084327333272	1.21733696946986	0.223476033821349	0.326544786651679
PTGR2	374.324260788528	-0.0888120219908868	0.0729639117836184	-1.21720477726396	0.223526313019045	0.326596278240383
LNCSRLR	6.4676092194717	0.175283762335577	0.144033627067479	1.21696416249698	0.223617851415938	0.326708043026111
NLGN4X	345.586680583204	-0.284247728795893	0.233605891821614	-1.21678321800612	0.223686706782159	0.326786654855664
DEFB124	3.28711612012163	0.353466709726714	0.290513504605937	1.21669631229766	0.223719782669557	0.326812988945135
FMOD	3152.65594578368	-0.152023601890611	0.124953261195538	-1.2166437309124	0.223739796585753	0.326820239664982
ESX1	0.732033112149684	-0.677161994043432	0.556622570991064	-1.21655503986795	0.223773557729066	0.326847568849578
LOC283038	2.09402263307598	0.212276059042824	0.174532065119672	1.216258221074	0.223886571303021	0.326938820470401
SHCBP1	1124.96114842014	0.0893744930002388	0.0734833849883651	1.21625443648778	0.223888012545362	0.326938820470401
CCDC169	24.556479817068	-0.238171711715952	0.195825741718756	-1.21624312322541	0.223892320890187	0.326938820470401
FNIP2	1551.35606407457	-0.110940512985123	0.0912165120717421	-1.21623279015391	0.223896256008074	0.326938820470401
FAM162A	4376.18582157473	0.107469913430682	0.0883698159421586	1.21613825133488	0.22393226128722	0.326969409215437
LOC100996318	2.59891196603165	0.231017384866421	0.189966908684793	1.21609277355638	0.223949583055623	0.326972715393858
LINC00638	66.171057029718	-0.138589632084902	0.11396855648118	-1.21603393395429	0.223971995553413	0.326983453236678
CRTAC1	172.368965248859	0.26819277771407	0.220643643585327	1.21550194402204	0.224174707781382	0.327257396939342
SLC25A5-AS1	50.3561115221103	0.0882845245150577	0.0726379140514812	1.21540555876215	0.224211448954914	0.327289030253828
PABPC5	15.9729250020026	-0.191254438487481	0.157383014466583	-1.21521651580825	0.224283522888531	0.327372232272934
CABCOCO1	6.59147737593342	0.239963778956294	0.197570445538579	1.21457325412285	0.224528894902185	0.327708358166483
SPARCL1	4199.47732464876	-0.145716065060614	0.119995644762189	-1.21434461516831	0.224616155370808	0.327813684647967
ZNF440	821.854936774558	0.103349970541076	0.0851152777835168	1.21423524932783	0.224657903607886	0.327852579089062
AGO3	1102.82948888272	0.0590624639010405	0.048649524203124	1.21403990827207	0.224732484971071	0.32793937982305
TARID	4.34528288453265	-0.328098457876748	0.270362758973495	-1.21354900772008	0.224919989260946	0.328190939846892
CORO7-PAM16	2.49196170716981	-0.17395268887715	0.143381538492308	-1.21321538816159	0.225047482300038	0.328354906816189
HCRTR2	2.07078500002264	-0.297950499459557	0.245719632306093	-1.2125628573642	0.225296996787828	0.328696874848675
HCP5B	3.53818189347817	-0.244664830615023	0.201878138140455	-1.21194316962048	0.225534135601773	0.329020742666611
KLC4	907.237880106587	0.078338333335977	0.0646461032929517	1.21180286738981	0.225587850447898	0.329076996673123
FZD3	431.301177936512	-0.14868826019941	0.122707077263286	-1.21173336954622	0.225614461147767	0.329093707518222
DOCK4	807.746761611343	-0.11869571360359	0.0979775671812367	-1.21145806145635	0.225719898542013	0.329222551976914
MAP1LC3C	10.2348911673237	-0.203742787917204	0.168184600826366	-1.21142356027915	0.225733114270517	0.329222551976914
CYP4F8	3.7732852915811	-0.334512076786583	0.276171048081467	-1.21124961906907	0.225799751128669	0.329290060837551
CCDC149	473.009282887257	0.117338833376636	0.0968762794494381	1.21122357344326	0.22580973041363	0.329290060837551
DNAJC24	385.341981301562	-0.0695362096695511	0.0574288333382757	-1.21082399950489	0.225962865150973	0.329485094367143
COX4I2	80.3613859819255	-0.14869060749814	0.122804071500301	-1.21079542136985	0.225973820419519	0.329485094367143
RBPJL	4.05101130811377	0.254061933909493	0.209847115985868	1.21070014575088	0.226010346534849	0.329516226333037
CCDC110	24.1477893306841	0.183266492766238	0.151389544900714	1.21056241292244	0.226063157053265	0.329571094690275
PSLNR	2.16956943095169	0.638903590865307	0.527800922125978	1.21050108872832	0.226086673253059	0.329583251187578
C7orf61	20.6052472780714	-0.160498788263255	0.1325956642064	-1.21043768077831	0.226110990353622	0.329596573506672
TULP2	8.26562377553526	0.197752414481561	0.163403674080932	1.21020788298565	0.226199133996585	0.329702926213977
PJVK	37.2125465235401	0.144579797042351	0.119481904947552	1.2100560089481	0.226257401845312	0.329759877684312
ZBED1	4241.11538448321	0.0878462613933512	0.0725986032011989	1.21002688095658	0.226268578286726	0.329759877684312
ANKFY1	3756.55026868444	0.077292845671403	0.0638808166909947	1.20995393727174	0.226296568584872	0.329778537468659
PRPF6	7470.58952260912	-0.0646214302513968	0.0534159827480717	-1.20977705411082	0.226364453292888	0.329855328362305
RSPH1	27.4072279398356	0.218579369367065	0.180685681620678	1.20972158616276	0.226385743927368	0.329864217230276
VMP1	8106.07736118899	-0.0893264445654567	0.0738431849326545	-1.20967757074567	0.22640263967673	0.329866701595558
ZBTB11-AS1	187.895398203198	0.083402936458814	0.0689515411153989	1.20958770623022	0.226437137845368	0.329894830480521
ANAPC13	2505.62029523141	-0.0656684086882356	0.0542935962915532	-1.20950559870082	0.226468661456274	0.329918622267744
ASB6	1821.59986204589	0.0609236511875641	0.0504011992829383	1.20877383979607	0.226749744546941	0.330289268888329
TMEM244	3.00314554621735	-0.258964480097025	0.214258644984241	-1.20865358835847	0.226795959300597	0.330289268888329
AEBP2	2614.83322636485	-0.0917685853665263	0.0759278035262955	-1.20862952837487	0.226805206784166	0.330289268888329
LOC100506474	2.29230443319135	-0.235037989649405	0.194472528958363	-1.20859224132231	0.226819538638876	0.330289268888329
LOC340357	0.481926870604404	-0.703798125315055	0.582332915425474	-1.20858379574995	0.226822784914804	0.330289268888329
PPP1R13B	2027.13500790813	0.078425669936941	0.0648906614767688	1.20858176126033	0.226823566928885	0.330289268888329
FCHSD2	1712.14896568376	-0.0835502155462151	0.0691316846321873	-1.20856617324952	0.226829558689001	0.330289268888329
TMEM69	1712.20529002906	-0.0539104442472767	0.0446099084346961	-1.20848587542374	0.226860425564421	0.330312065249524
ATP13A5	103.986115376071	-0.362878051048347	0.300320749192068	-1.20830163092152	0.226931261370513	0.330393049994011
DNAJC27	207.115633790865	0.0700112208494567	0.0579565991743922	1.20799394455137	0.227049591579329	0.330543167145691
IMPAD1	6276.24977150353	-0.0602631743489197	0.0498971969091875	-1.207746688829	0.227144713211553	0.33064231299167
H1-7	2.8505688482998	-0.323633158517848	0.26796641492798	-1.20773776297611	0.227148147603488	0.33064231299167
IFT20	817.110523834319	-0.0663349175973237	0.0549434538396253	-1.20733068203082	0.227304819102405	0.33084819001332
PDE5A	495.022435580229	0.140032592895575	0.116012561937446	1.20704681076762	0.227414116999032	0.330985090525066
HS2ST1	1642.19275998543	0.0592569046827918	0.049099584581722	1.20687181342978	0.227481514235753	0.331060993340217
C9orf152	39.635268847073	-0.315271199536697	0.261296297650649	-1.20656588850031	0.227599370195631	0.331210315225716
PPCS	2235.21290587792	-0.0555252957920491	0.0460379988614841	-1.20607535438518	0.227788436687002	0.331463238132965
HMGCL	1674.8937126225	0.0781515579536195	0.0648087747155898	1.20587927015414	0.227864044704291	0.331551040656236
GPR101	0.290581052164095	0.48010350345707	0.3981551187662	1.20582024650295	0.227886807104449	NA
HSD17B3-AS1	1.53884255780581	0.32781292976768	0.271963746047007	1.20535525242772	0.228066188170683	0.331822933073794
ASGR1	52.222869323658	-0.131886831878949	0.109435955319238	-1.20515082537745	0.228145081950915	0.331915480005636
GNG10	410.819049852489	-0.0754892805045537	0.062646818223499	-1.204997837803	0.228204136600588	0.331979153633133
TRIM49	1.01995763581678	-0.537790912007808	0.446398102761345	-1.20473386576045	0.228306057904615	0.332105174664972
NFXL1	525.176166969446	0.0720781424724668	0.0598575659703709	1.20416093277406	0.228527382557776	0.332404857139936
PGAP6	3239.28460931122	-0.0718083932187029	0.059637505251082	-1.20408110494193	0.228558232261628	0.332427462395262
MRFAP1	14518.7643110682	-0.0641091909993023	0.0532500185127002	-1.20392805091724	0.228617388739329	0.332483281839139
C16orf95	84.2070301766094	-0.134342841559101	0.111589461937047	-1.20390258387382	0.228627232992034	0.332483281839139
LEMD3	1895.39577821283	0.0755676620613187	0.0627952499066015	1.20339774383754	0.228822440554018	0.332744880240441
UNC13D	2166.75020090652	-0.130897566011754	0.108803424732129	-1.20306475953326	0.22895126122393	0.332906674423691
MGLL	4241.68546549033	-0.141192642557244	0.117364103481015	-1.20303089589981	0.228964364840793	0.332906674423691
NFATC1	1063.34249640232	0.094577532170475	0.0786240808330588	1.20290795349697	0.229011942195443	0.3329535568274
KCNG1	266.481165593194	-0.233561421270293	0.194183882733276	-1.202784793376	0.229059610859969	0.333000565697545
CXXC1P1	1.65218577745624	-0.345208396927183	0.287068662886327	-1.20252901677352	0.229158630800549	0.333122216349841
SLC25A34	70.9108750054237	-0.169656958100716	0.141110954526259	-1.20229473799744	0.229249354919693	0.333231792093255
WDR91	2495.51136212791	-0.0963530217634526	0.0801450060571505	-1.20223363255777	0.229273022115661	0.333243887231699
GBP1	9597.8244632691	-0.180258232898841	0.149960061554806	-1.20204160381037	0.229347409496002	0.33332672334863
LCN8	2.11687498178185	-0.41256555368089	0.343239087497477	-1.20197718939549	0.229372365958193	0.33332672334863
DUSP22	2102.37829062008	-0.0816570617567261	0.0679370228154547	-1.20195231366763	0.229382004227488	0.33332672334863
AQP6	11.7800279470333	-0.2164276312713	0.180067047386565	-1.20192802854526	0.229391413940683	0.33332672334863
TNXB	496.581418944053	-0.220220094546932	0.183303681834439	-1.20139482384121	0.229598083042353	0.333597841130951
IKBIP	1268.96781962798	-0.0869443628976064	0.0723711692627304	-1.20136739233783	0.2296087190211	0.333597841130951
WDR38	9.67066574734048	0.235618643037149	0.196167437202242	1.20110986001328	0.229708588764863	0.333720613168461
GNPAT	2421.01629030352	-0.0470520464974551	0.0391805857063926	-1.20090207048074	0.229789191024836	0.333802271482159
P2RY13	145.089675128289	0.188511970974519	0.156977446101542	1.20088570464179	0.229795540243463	0.333802271482159
ZNF90	36.5545761256713	0.200029521637996	0.166635238275673	1.20040349032944	0.229982673988172	0.334051756899877
COMMD4	3075.98772077023	0.0988858707082739	0.0823836317754666	1.20030968017753	0.230019091645961	0.334082307209688
FAM66E	0.471939216898891	-0.390465712944091	0.325335826521951	-1.20019278884352	0.230064475294179	0.334125874867114
SEPTIN8	3634.08324168258	0.0769718499256462	0.0641373501080456	1.20010960533885	0.230096775586052	0.334150436825461
PLEKHA4	1705.65440052104	-0.113086888939711	0.0942386162996654	-1.20000582967083	0.230137076369776	0.334186613171706
CCDC88C	3012.62603243128	0.0997466776289263	0.0831309542641871	1.19987408435052	0.230188246264466	0.334238566876154
CCDC57	856.81912549772	0.098641487543418	0.0822163383329625	1.19977962462809	0.230224939408739	0.334269494467824
VASP	6378.25928882709	-0.0612200129307051	0.0510332051478753	-1.19961136584136	0.230290310308304	0.334330761400941
LYPD4	2.75622335338076	0.433325471812586	0.361227449984508	1.19959175813236	0.230297929036854	0.334330761400941
NHP2	2523.82268856118	0.0749430683934563	0.0624759827244339	1.19955005308218	0.230314134455934	0.334331935938941
RARA-AS1	69.2584485382201	0.121321726339345	0.101153026725711	1.1993879992175	0.230377111762829	0.334401001465898
CNGB3	29.3436588069129	-0.202987518707366	0.169252607279363	-1.1993169379797	0.230404731413082	0.334418738228399
COL8A1	2121.47560551459	-0.204171234827605	0.170270123845023	-1.19910193413284	0.230488312138206	0.334517691356847
SF3B3	11435.4064157331	0.057016894794857	0.047563736752603	1.19874716932825	0.230626270740515	0.334695546957848
FAM156A	7.38147999805855	0.115672078504307	0.0965450839531208	1.19811464000046	0.230872390175353	0.335010657746135
JUNB	22086.7807241813	-0.100835850672113	0.0841624423627416	-1.19810984378886	0.230874257111255	0.335010657746135
KRTAP17-1	0.752486554064844	0.43105598192412	0.359822738719949	1.197967597761	0.23092963156748	0.335045756121357
UBE4B	4003.08092053939	0.067915294993665	0.0566925822686508	1.19795733896602	0.230933625542552	0.335045756121357
CDS1	2309.67803988019	-0.094314528235749	0.0787313298609151	-1.19792880931089	0.230944733024383	0.335045756121357
LOC101928174	1.81240078981028	-0.403448620044723	0.336818053706486	-1.19782361902816	0.230985690152416	0.335082788540298
EHD3	1361.85523415978	-0.117008887896089	0.0976891001358648	-1.19776810036487	0.231007309106338	0.335091764678967
B3GALNT2	837.942767302175	-0.0936012463133014	0.0781681938061993	-1.19743391468613	0.23113747130121	0.335258178432021
RSPH14	18.8630003732183	0.220288125555015	0.183978774491974	1.19735619591609	0.231167749501375	0.33527970080299
LINC02175	8.50335341561287	-0.150129468327518	0.125413299036098	-1.19707773801808	0.231276256132729	0.335414673206586
SNCAIP	379.947225034071	-0.169216604054107	0.141389465391607	-1.19681196605014	0.231379853180912	0.335542507801757
LY6G6F	0.751812828089292	-0.413170067288795	0.345244443940675	-1.19674646338347	0.231405390969418	0.335557132881529
GFI1	178.097871106906	0.160148656593781	0.133855228936044	1.19643183061829	0.231528086017094	0.335712632736458
CDADC1	308.908944755041	-0.0641088088492219	0.0536021131372778	-1.19601271474197	0.231691597337161	0.335927290924514
INO80C	1137.83290615369	0.0907063425557118	0.0758512967701249	1.19584432195809	0.231757316160392	0.336000141569162
MIR4312	0.287210100294584	0.389682842132501	0.325921044831007	1.19563571703249	0.231838746970662	NA
H3P39	1.33098253396121	0.192604064996076	0.161129964966614	1.19533362423298	0.231956707621743	0.336266767207835
ABAT	749.791384407582	-0.189860353558506	0.158846053691377	-1.19524753147086	0.231990332768723	0.336292093097402
ADCY2	217.793007741577	-0.269426166005184	0.225421689325469	-1.19520959501009	0.232005150665079	0.336292093097402
TRIM64B	0.298642948752929	-0.835099504302692	0.698729711657714	-1.19516816069184	0.232021335584375	NA
IL18BP	831.653675849314	-0.147725535091965	0.123638990723027	-1.19481349878451	0.232159905093407	0.336493948678637
SETD7	4451.07228390648	-0.0880630163056356	0.0737072861022477	-1.19476677222213	0.23217816594852	0.336497955921519
C5orf47	1.28640696015324	-0.279128760225662	0.2336365073979	-1.19471380279746	0.232198867762413	0.336505500097491
UBFD1	2952.84716479119	0.0543013852771523	0.0454581239214531	1.19453643469712	0.232268197317582	0.336583510493913
DNAI1	3.62588169711628	-0.319779298263967	0.267723279325946	-1.19443964331038	0.23230603728262	0.336615881462171
LINC02473	1.91777939356931	0.337665895170846	0.282708418468144	1.19439632183749	0.232322974948809	0.336617962301554
GALP	0.723866004390776	0.502149694902234	0.420512447592108	1.19413752857398	0.232424175220021	0.336742124693271
SDCBP2	3049.5680399354	-0.163059246696308	0.136563742399499	-1.19401565767947	0.232471843273499	0.336782860469805
PRR27	1.33440125073324	-0.521801186388321	0.437024417554227	-1.19398634362021	0.232483310082541	0.336782860469805
PLCG1-AS1	5.14800649794706	0.158190819146606	0.132504103599984	1.19385600029541	0.232534301467417	0.336834257645585
DECR1	2930.68547852905	0.0772390711870776	0.0647101738097558	1.19361557294153	0.232628379452353	0.336948056283874
CTXND1	6.05221601898939	0.185924533099748	0.155794296906448	1.19339755556901	0.232713711871173	0.337049173166312
APPBP2	1752.92115502204	0.0538948465816616	0.0451804334853476	1.19288024536418	0.23291627693506	0.337320058266295
C3orf35	12.5518140137156	0.138549546422018	0.11626259065271	1.1916949867037	0.233380864521422	0.337970354990509
POLR2J2	6.68811542678891	-0.241905622020507	0.20303596403832	-1.19144223126328	0.233480022384438	0.338091403446124
C16orf89	19.170848604888	-0.258875338130157	0.217346390171382	-1.19107263721302	0.233625070679201	0.338278883096542
ALPI	0.564879850196818	-0.654811372964261	0.54991522485562	-1.19074967079913	0.233751872106322	0.338439918841764
COX18	675.22377551951	-0.0649270232091654	0.0545311029410408	-1.19064203193111	0.233794143566235	0.338478553739635
LOC728673	19.5863711106611	-0.132116872940962	0.110983859528123	-1.19041519643209	0.233883243138918	0.338569062589213
LINC02530	0.428299571721528	-0.394138908514435	0.33109690332156	-1.19040348780202	0.233887842869021	0.338569062589213
FREM3	2.05681586676549	-0.224326515804257	0.188487603925982	-1.19013935734654	0.233991623437279	0.338696713967505
PPP1R15B	4071.33641442143	0.0625014814250414	0.0525199872306125	1.19005134465476	0.234026212108395	0.338724201555276
SLC16A3	6425.11771304785	-0.114180483741357	0.0959597074295892	-1.18987944836261	0.234093777180708	0.338799411588848
MIRLET7C	0.223497000565122	0.441479568930138	0.371074708951319	1.18973230532953	0.234151623785573	NA
LOC102724450	6.42318936959766	0.194738934675734	0.1637136628526	1.18950936215426	0.234239289133764	0.338976333258585
LINC02265	2.85707563356235	-0.199358771192753	0.167600328934744	-1.18948914038453	0.234247241854862	0.338976333258585
ILK	564.527581921477	-0.0903076705745454	0.075931988114125	-1.18932314058225	0.234312532695566	0.339048220662638
PRDM14	0.572891465428675	0.441326122233078	0.37110602820388	1.18921841385616	0.234353730316304	0.339085238127568
VTRNA1-3	2.78816215367958	-0.301736092436995	0.253761920897786	-1.18905189308735	0.2344192471741	0.33915743569762
MYO1F	1002.68487464491	0.134576327040519	0.113184993098342	1.18899443606973	0.234441856393318	0.339167549072679
ZNF705E	5.54648707210436	-0.209959551325274	0.176603182457664	-1.18887750720804	0.234487872432122	0.339196907934902
GPX7	523.423141397336	-0.151812028038508	0.127695088504886	-1.18886348579256	0.234493390832086	0.339196907934902
TDRD3	697.87858271973	-0.0630733473737862	0.0530555016502267	-1.18881822642264	0.234511204162479	0.339200079823369
PCP4	5.87904910844958	-0.487856739535219	0.410426556815558	-1.18865782789601	0.234574342055273	0.339268804964051
GABRD	60.2250363524533	-0.191532784276179	0.161160533479266	-1.18845960695967	0.234652384667208	0.339359076460101
CYP4F30P	0.376816159727176	-0.568566769642535	0.478464594272825	-1.18831524097754	0.234709235332961	NA
OSCAR	249.956175654323	-0.137622061857453	0.115821907706766	-1.18822133551694	0.234746220110974	0.339461504788963
SPDYE1	10.0335497092326	0.112575102158632	0.0947466364853042	1.18816990591632	0.234766477469775	0.339461504788963
PCDHB13	171.275281571995	-0.156205234323753	0.131468104875762	-1.18816069092475	0.234770107249397	0.339461504788963
KRTAP5-AS1	8.41209789896586	0.2103714128088	0.177071928033383	1.18805626134674	0.234811244774378	0.339462925406475
HOXD12	4.69608262228311	0.252638805575682	0.212650876103146	1.18804497872437	0.234815689598089	0.339462925406475
CCDC17	54.8556967085172	-0.157059841003936	0.132200897263209	-1.18803914538669	0.234817987682738	0.339462925406475
S1PR2	632.025937074917	-0.0810027404182374	0.0681957515892672	-1.18779745850013	0.234913215941506	0.339577984567288
TMEM97	1459.32188240271	0.111950404659185	0.0942590785391924	1.18768829903887	0.234956235369822	0.339617563140231
TACO1	1353.80959013727	-0.0760831536000015	0.064076905306194	-1.18737247431715	0.235080732394943	0.339762565212954
ERP29	7370.3077017532	0.0737982047847771	0.0621534754478718	1.18735443598278	0.235087844454277	0.339762565212954
SMG1P7	64.1846688053149	0.127886185470731	0.107736572770636	1.18702667239092	0.235217099885708	0.339926748570354
SLC2A12	366.325568832031	0.184780072510311	0.155677999335725	1.18693761031593	0.23525223071049	0.339954893849624
MAGI2	135.213646458384	-0.135578413139089	0.114243287977881	-1.18675167302028	0.235325586251435	0.340038268927995
MAML2	1026.52022023929	-0.115747884680683	0.0975443149007378	-1.18661845950191	0.235378151286528	0.340091593265484
COG2	1339.31176861064	-0.0461174053222376	0.0388837466787325	-1.18603296393404	0.235609281886643	0.340402897948666
PPP4R4	335.64180705646	-0.203138339273844	0.171290633704765	-1.18592788689177	0.235650779158215	0.34044020154485
PPP1R12A	3156.06538890266	0.0595404893912551	0.0502143427201263	1.18572674988716	0.235730227079147	0.340532323112272
SUPV3L1	1500.31361055625	-0.0573103436194013	0.0483410030082418	-1.18554312184276	0.235802775612331	0.340614466335513
LINC00567	3.70633624545498	0.229180000977962	0.193363657823885	1.18522789420284	0.23592735389465	0.34077175002144
DNMBP-AS1	6.78563390441636	0.17843651957425	0.150592688998486	1.18489496907811	0.236058976787933	0.340939187292981
GNLY	1364.9445544535	-0.208236563615355	0.175752874119864	-1.18482593617978	0.236086275640744	0.340955937452697
ARMH2	0.227940304602348	0.431728677639503	0.364420069940425	1.18470060584226	0.236135842854148	NA
FBXW7	1252.00535485199	-0.0743074263961347	0.0627422252385819	-1.18432883299206	0.236282919542389	0.341217237338763
PPP1R13L	7502.60338237458	-0.097156738220532	0.0820650262132309	-1.18389943565104	0.236452873608638	0.341439962123392
PDYN-AS1	0.73244579002905	-0.357429197892402	0.302013812949218	-1.18348625979071	0.236616488850558	0.341653504580747
LOC105369519	7.58945448391225	-0.218640144273471	0.184784975239799	-1.18321386243518	0.236724400392046	0.341786592720298
DYNC1LI2	4084.73251570207	-0.0868584434752084	0.0734121938205934	-1.18316098395691	0.236745352490922	0.3417941180334
C6orf226	205.565032009355	-0.104763148463153	0.0885673167537595	-1.18286465372347	0.236862792010019	0.34194093395144
PRSS2	2.06495612672628	0.31707043920658	0.268076515236061	1.18276097004386	0.236903892921388	0.341977533390144
TPSG1	4.2828230937441	-0.177424244473768	0.15002319626256	-1.18264541013546	0.23694970758988	0.342020931953885
CT45A10	41.6494887675781	-0.752203104720299	0.636169516679722	-1.18239413395061	0.237049349694757	0.342142015860528
GRIN2D	792.465003967723	-0.191939341714986	0.162424233033894	-1.18171616469897	0.237318342168965	0.342507497022402
RLN3	0.578512988740039	0.463985290233778	0.392691729257314	1.18155096138974	0.237383921239724	0.342579374607603
GPR87	3706.5409460885	0.108026212227336	0.0914566595506756	1.18117382329583	0.237533677870636	0.342772714976133
FAM135B	3.44799949236883	0.257905155880489	0.218354880567752	1.18112842364641	0.237551709980357	0.342775957354207
LINC00365	8.71251027444046	0.269411583134156	0.22816900623934	1.18075450988972	0.237700260106256	0.342960912628612
APEX1	7329.2201955959	-0.063299703933036	0.0536108196227931	-1.18072628582092	0.237711475752855	0.342960912628612
SLC28A2	4.84044994872369	0.240170670751696	0.20344594724067	1.1805134189652	0.237796076568685	0.343033991447939
ZNF502	165.7153628859	-0.126901247694179	0.107497371805962	-1.18050558411085	0.237799190822541	0.343033991447939
PSAP	67952.41365598	-0.0715971232206102	0.0606508771334109	-1.18047960070093	0.237809519100036	0.343033991447939
CNDP1	4.46040740411756	0.223579783898776	0.189409232370147	1.18040594484778	0.237838798660861	0.343053438254441
TSPAN33	815.925144952787	-0.147704831083609	0.125142546614408	-1.18029267487037	0.237883830534887	0.343095601757776
NPW	124.342681828151	-0.257168965959535	0.217928486008154	-1.18006126996134	0.23797584712003	0.343192487237984
ERC2	50.2262749917295	0.190092633239333	0.161089410519105	1.18004425385111	0.237982614452202	0.343192487237984
LINC02050	0.418068565139202	0.881147986475659	0.746760185825257	1.17996112165767	0.238015678201961	0.343217375134842
AFAP1	2573.36863522316	0.101726009812108	0.0862161796315717	1.17989465836708	0.238042114645854	0.343232703820366
PKD1	3393.80166087906	-0.0768040541600077	0.0651033723627251	-1.17972466513857	0.238109740599075	0.343302928441866
TOLLIP-AS1	33.200869810925	-0.12342209790668	0.104626182492301	-1.17964829612093	0.238140125798744	0.343302928441866
EEF1B2	12961.8658561978	-0.0843243221703777	0.07148347140914	-1.17963384413359	0.238145876167919	0.343302928441866
GAS2L2	17.3233205210898	0.255857934329941	0.216906741636297	1.17957575868691	0.238168989048171	0.343302928441866
MRPL23	1666.60894753474	-0.112021887142135	0.0949681233727015	-1.17957355756632	0.238169864931002	0.343302928441866
KRTAP5-9	13.6158562911912	0.262146356580638	0.222255105976614	1.17948406822304	0.238205476981796	0.343331470374333
ANGEL1	1282.43481082719	-0.069990780844923	0.0593478328810799	-1.17933170340304	0.238266118813304	0.34338383137883
NBEAL2	5362.02301842182	0.105250099467328	0.0892469343709398	1.17931333114339	0.238273431785227	0.34338383137883
GLDC	698.718690562179	-0.29057194439213	0.246414247656458	-1.17920106956329	0.238318120301412	0.343425441790773
WDR72	1782.47830114099	-0.250938440067728	0.212935561269121	-1.17847126413317	0.23860878177425	0.343821479510805
