Taxonomy	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tax_class
g__Saccharomonospora	5.75461837298804	-0.0328134736075162	0.0819490343871231	-0.400413181838203	0.688852216867891	0.96539232939599	genus
g__unclassified-s__Thermus phage TMA	1.07471822279484	-0.0749733044717093	0.187256686924305	-0.400377181200562	0.68887872859446	NA	genus
o__unclassified-s__Planctomycetes bacterium Pan258	1.06525556307879	-0.0755457758308824	0.188899729562175	-0.399925272555866	0.689211557374577	0.999754298260477	order
g__Wenyingzhuangia	1.65538204883202	-0.0661732825737531	0.165552884725128	-0.399710839733311	0.689369507277791	0.96539232939599	genus
g__Skunavirus	1.07453432368832	-0.0749681028272405	0.187735914554184	-0.399327443580878	0.689651948273807	NA	genus
s__[Mycobacterium] stephanolepidis	1.18128767728539	-0.0711338986192997	0.178276662305432	-0.399008471997471	0.689886961814655	NA	species
g__unclassified-s__Planctomycetes bacterium CA12	1.24484137490621	0.0690417106735626	0.173074239741824	0.398913846315619	0.689956686370358	0.96539232939599	genus
s__Flexistipes sinusarabici	1.95224877065803	0.0796129864564725	0.199583483738199	0.398895664938407	0.689970083546987	0.905413963670917	species
s__Nocardiopsis gilva	2.73179996721339	-0.0617259933354275	0.154747487738884	-0.398882038328027	0.689980124550049	0.905413963670917	species
s__Magnetospirillum sp. ME-1	1.13243442479122	0.070569969574655	0.176957459496884	0.398796240493596	0.690043347418861	NA	species
g__Methylocaldum	1.21888350664899	0.0682446754286435	0.17117876199669	0.398674897707013	0.69013276641167	0.96539232939599	genus
s__Thermus phage TMA	1.06947219469841	-0.0745828034867753	0.187221327732223	-0.398367025756002	0.690359660450366	NA	species
s__Acetobacter ghanensis	1.06957141162872	-0.0745843809684118	0.187227505501259	-0.398362306695959	0.69036313849789	NA	species
f__unclassified-s__Planctomycetes bacterium CA12	1.25881103343528	0.0690050502733641	0.173225702940038	0.398353414661855	0.690369692133734	0.948736069235123	family
s__Pseudomonas cerasi	1.06960402138166	-0.0745849537021854	0.187252495173947	-0.398312202103903	0.690400067050114	NA	species
g__Aciduliprofundum	1.21905703528185	0.0682424724916313	0.171341320006864	0.398283802698017	0.690420998571508	0.96539232939599	genus
s__Weissella koreensis	1.06948236695521	-0.0745834787192244	0.187268127447909	-0.39827107653421	0.690430378350531	NA	species
s__Cellulomonas sp. Z28	1.21309496275939	0.0686324389631703	0.172380989407163	0.398143897417022	0.690524117930326	NA	species
f__unclassified-g__Aciduliprofundum	1.23230386148266	0.0682387026109152	0.171394545135955	0.398138123688746	0.690528373669796	0.948736069235123	family
s__Magnetococcus marinus	1.09239308821949	0.0716373434966105	0.17994754312608	0.398101259134268	0.690555546280569	NA	species
s__Corynebacterium terpenotabidum	1.23851238753982	-0.0717413275200412	0.180251354515251	-0.398007147923935	0.690624916817966	NA	species
s__Yersinia sp. KBS0713	1.09239777638094	0.0716379839284221	0.180036115892581	0.397908961617263	0.690697293928946	NA	species
g__Flintibacter	1.17325568532356	-0.0713824192691402	0.179443235345566	-0.397799444106513	0.690778027066349	NA	genus
g__Morganella	232.86257556436	-0.0628966552865796	0.158120106515627	-0.397777718928894	0.690794042656247	0.96539232939599	genus
f__unclassified-g__Flintibacter	1.18728671493125	-0.0714049967456303	0.179514029463935	-0.397768335761054	0.690800959879226	NA	family
s__Bifidobacterium dentium	1.18153902212856	-0.0711400224098986	0.178888096428292	-0.397678905585624	0.690866888639274	NA	species
o__Burkholderiales	6043.42830787549	-0.0383871207524671	0.0965533398410208	-0.397574240473433	0.690944051714825	0.999754298260477	order
s__Lactococcus virus P008	1.06940031943037	-0.0745810787075171	0.187636302148588	-0.39747680941003	0.691015884462041	NA	species
s__Staphylococcus agnetis	1.05223878644654	0.0727872307273472	0.183221815228027	0.397262905821342	0.691173598362848	NA	species
s__Propionibacterium virus PHL114L00	1.05231091271301	0.0727907038104258	0.183233145281273	0.397257295882184	0.691177734824411	NA	species
s__Streptococcus sp. HSISS2	1.05233894368212	0.0727910314598144	0.183236085469048	0.397252709658601	0.691181116461085	NA	species
s__Synechococcus sp. RSCCF101	1.51942391642059	-0.0672776202061038	0.1693967027164	-0.397160152041085	0.691249364828654	0.905413963670917	species
g__unclassified-s__Planctomycetes bacterium Pan258	1.06033084101742	-0.0748423544316948	0.188501960919188	-0.397037537788693	0.69133977964652	NA	genus
s__Streptomyces spongiicola	1.27866743927845	-0.068111090949835	0.171597179157161	-0.39692430425942	0.691423281099944	NA	species
g__Flexistipes	1.96052285597875	0.0791341469574509	0.199370551906365	0.396919937276477	0.69142650150592	0.96539232939599	genus
s__Bacillus sp. DSL-17	1.27863588688812	-0.0681155381686138	0.171639247084627	-0.39685293035007	0.691475916070968	NA	species
f__unclassified-s__Planctomycetes bacterium Pan258	1.07218131573962	-0.0748276227896012	0.188598111064628	-0.396757010805689	0.691546654665494	NA	family
s__Fibrella aestuarina	1.17292725290576	0.0695773858657421	0.17542773220153	0.396615660435103	0.691650902420749	NA	species
s__Jonquetella anthropi	1.31900033200477	0.067766032272258	0.170936256869164	0.396440366212809	0.691780192330602	NA	species
s__Clostridium beijerinckii	2.62839170799038	-0.058852503780545	0.148589582233443	-0.396074226038838	0.692050271454989	0.905413963670917	species
g__Magnetococcus	1.09775295387972	0.0712423144583689	0.17996668558517	0.395863902403499	0.692205432000904	NA	genus
f__Nocardiaceae	31.6291639810685	-0.02813565782235	0.0710787361314196	-0.395837902496313	0.692224613623172	0.948736069235123	family
s__Elizabethkingia sp. 2-6	1.16705716671202	-0.0709769120560974	0.179330057245261	-0.39578926782489	0.692260494738816	NA	species
f__Magnetococcaceae	1.10990790588034	0.0712463143189917	0.180049024485952	0.395705083781505	0.692322604684269	NA	family
s__Virgibacillus necropolis	1.16698198294236	-0.0709758475237078	0.179365823321486	-0.395704411294085	0.692323100845496	NA	species
s__Flintibacter sp. KGMB00164	1.16706031741311	-0.0709807531415568	0.179466025619503	-0.395510809895837	0.692465945449261	NA	species
s__Altererythrobacter sp. TH136	1.25324206821339	0.0677542767678769	0.171383015041657	0.395338340566643	0.692593207425629	NA	species
s__Granulibacter bethesdensis	6.35431292167744	0.083984543201416	0.212446300437095	0.395321278970842	0.692605797338107	0.905413963670917	species
g__Plantactinospora	5.08742255415981	0.0426399901704066	0.107903336154121	0.395168413602179	0.692718601923955	0.96539232939599	genus
s__Wenyingzhuangia fucanilytica	1.64597229230098	-0.0654836106839672	0.16574213850633	-0.395093313469381	0.692774023377923	0.905413963670917	species
s__Thalassospira xiamenensis	1.05510285159676	-0.074452641886161	0.188445286017604	-0.395088905960777	0.692777276026927	NA	species
s__Planctomycetes bacterium Pan258	1.05511295280222	-0.0744514011727974	0.188456421651719	-0.395058977137904	0.692799363020948	NA	species
g__Jonquetella	1.32521392285878	0.0674508602229503	0.170927023385476	0.39461788362648	0.693124913276436	0.96539232939599	genus
s__Micromonospora echinospora	1.61118463679179	0.0651857288279282	0.165395779429804	0.39411966286355	0.693492694607253	0.905413963670917	species
s__Morganella morganii	231.151983361408	-0.0621340532176226	0.157718581518804	-0.393955186632302	0.693614125093478	0.905413963670917	species
s__Haloplanus sp. CBA1112	1.26437769087123	-0.0679348263435865	0.172490919493982	-0.393845812538304	0.693694878803561	NA	species
s__Pseudomonas brassicacearum	2.17635857171578	-0.069997007687715	0.177756243321577	-0.393780867438136	0.693742831089522	0.905413963670917	species
s__Plasmodium yoelii	35.4252236092147	-0.038435775230673	0.0976935431799599	-0.393432093663252	0.694000369561538	0.905413963670917	species
o__unclassified-s__Planctomycetes bacterium V6	1.14955293463447	-0.0717626711346463	0.182517061626767	-0.393183357736688	0.694184060554436	0.999754298260477	order
o__unclassified-g__Aciduliprofundum	1.22431815587795	0.0675291495957868	0.171761336768407	0.393156870261433	0.694203622561451	0.999754298260477	order
c__unclassified-s__Planctomycetes bacterium Pan258	1.0605128001952	-0.07407551494447	0.188432478620286	-0.393114369066603	0.694235011734583	0.998522042232446	class
s__Pseudomonas sp. HLS-6	3.32832460450475	-0.0841888882295433	0.214179648227024	-0.393076041194659	0.69426331915811	0.905413963670917	species
s__Stenotrophomonas sp. MYb57	1.25291227069181	0.067776290203887	0.17250326114727	0.392898602340189	0.69439437391094	NA	species
o__unclassified-s__Planctomycetes bacterium CA12	1.25034833003918	0.0682810048530305	0.174092205145595	0.392211729387461	0.694901778248738	0.999754298260477	order
g__unclassified-s__Iamiaceae bacterium SCSIO 58843	2.0483565181273	-0.0862127158702871	0.22001447507732	-0.391850199128895	0.695168901520857	0.96539232939599	genus
g__Thiomicrorhabdus	2.17881817987645	-0.0514664161380928	0.131369969329929	-0.391766979931597	0.69523039491272	0.96539232939599	genus
s__Acinetobacter sp. C16S1	1.04079904237671	-0.0743184417310453	0.189706117929644	-0.39175564047232	0.695238774165971	NA	species
g__Desulfosarcina	8.79828725643323	-0.0467165091011913	0.119278997590252	-0.391657458940694	0.695311326617175	0.96539232939599	genus
f__Budviciaceae	2.28753036480122	0.0494848042029468	0.126349101037864	0.39165141498013	0.695315792967388	0.948736069235123	family
s__Bacillus sp. FJAT-25496	1.49133360696059	0.0672340707079349	0.17167331647824	0.391639609970818	0.695324516632869	0.906063065434079	species
g__Lacunisphaera	1.60389842843647	-0.072006633111419	0.183961716927567	-0.391421836640994	0.695485453996326	0.96539232939599	genus
g__Thermogutta	1.14389411994763	-0.0710387381842899	0.181513127299342	-0.39136970003903	0.69552398566856	NA	genus
o__Magnetococcales	1.10260298573404	0.0705265838253426	0.180347417439927	0.391059571722642	0.69575320293923	0.999754298260477	order
s__Escherichia virus T4	1.21038946337517	0.0729590593088836	0.186645792644917	0.390895815410552	0.69587424720226	NA	species
s__Thermaerobacter sp. FW80	1.14692275953063	0.068694312177299	0.175860437731488	0.390618339539133	0.696079367592741	NA	species
s__Microbacterium sp. No. 7	1.18147272039742	-0.0711564841908966	0.182181461640663	-0.390580268431738	0.696107512893292	NA	species
k__unclassified-f__Microviridae	8.46597224141642	-0.0264221612359568	0.067651660464906	-0.390561902758665	0.696121090462244	0.992930995853098	kingdom
s__Candidatus Hodgkinia cicadicola	1.14695358759874	0.0686892690329482	0.175903436959799	0.390494183741541	0.696171155334733	NA	species
g__unclassified-s__Planctomycetes bacterium V6	1.14408113313017	-0.0710446978482979	0.181973219579282	-0.390412930059442	0.696231228172899	NA	genus
s__Methylobacterium sp. AMS5	1.42508609986723	0.0669903767160619	0.171599571739109	0.39038778498766	0.696249818926746	0.90653417719369	species
s__Geobacillus virus Tp84	1.14685647814621	0.0686905916538224	0.175966271304135	0.39036226172628	0.696268689477868	NA	species
g__Nocardia	31.3249772196394	-0.0280158096315826	0.0717984694387634	-0.390200652612479	0.696388179082889	0.96539232939599	genus
f__unclassified-s__Planctomycetes bacterium V6	1.15717010742233	-0.0710367338847966	0.182082310935871	-0.390135282882122	0.696436513913837	NA	family
o__Puniceicoccales	9.99362840689894	-0.045262282358774	0.116126385845389	-0.389767424769736	0.696708533728876	0.999754298260477	order
s__Heliorestis convoluta	1.1067495028187	0.069677053477194	0.178898823665003	0.389477426680389	0.696923005936453	NA	species
s__Ereboglobus luteus	1.10675748244676	0.069678399263483	0.17892619592546	0.389425365598846	0.696961511014371	NA	species
s__Thermogutta terrifontis	1.13828937628418	-0.0706443022189485	0.181520642056387	-0.389180543979146	0.697142594851474	NA	species
c__Betaproteobacteria	6344.38751958832	-0.0355273595254435	0.0913553338872475	-0.388892011158233	0.697356032100789	0.998522042232446	class
o__unclassified-f__Microviridae	8.60572772280574	-0.0265894886860833	0.0683838389409712	-0.388827083969873	0.697404064186326	0.999754298260477	order
s__Emcibacter congregatus	1.30730079889774	0.0653226413864954	0.168087844458256	0.388622042224582	0.697555758719234	NA	species
s__Citrobacter youngae	1.06667450578763	0.0707448696666639	0.182135197424655	0.388419540357813	0.697705586056828	NA	species
s__Planctomycetes bacterium V6	1.13828536183684	-0.0706457964771461	0.181946670862343	-0.3882774889055	0.697810694298732	NA	species
s__Lacunisphaera limnophila	1.59450269776511	-0.0714128537818337	0.183967794518056	-0.388181279059823	0.697881886217966	0.907924007312694	species
g__Saundersvirus	1.15251983188524	0.0682956775986053	0.175955251264731	0.388142309523072	0.697910723068163	NA	genus
g__Toxoplasma	641.784055182319	0.0240379243577797	0.0620128705206918	0.387627990059887	0.698291352312502	0.96539232939599	genus
s__Dehalococcoides sp. UCH007	1.23571813184316	-0.0675557027174752	0.174402274396604	-0.387355629112086	0.6984929475463	NA	species
g__Granulibacter	6.38425511290844	0.0821338947864766	0.212038937650031	0.38735288761934	0.698494976843561	0.96539232939599	genus
s__Rothia dentocariosa	2.51584418678847	0.0707549948695272	0.182678303777162	0.387320187491103	0.6985191821734	0.90801846801522	species
g__Heliorestis	1.11234539286836	0.0692795286470086	0.178910512776426	0.38723006027926	0.698585897837774	NA	genus
g__Ereboglobus	1.11224191999	0.0692867341301574	0.178939979696405	0.3872065608128	0.698603293438708	NA	genus
g__Tequatrovirus	1.21872123663761	0.0723320111576706	0.186998995957067	0.386804275538876	0.698901111723622	0.96539232939599	genus
o__unclassified-s__Proteobacteria bacterium H1R30-47	4.69410050719511	-0.0572424862982418	0.148000812256154	-0.386771433383547	0.698925427348403	0.999754298260477	order
c__unclassified-s__Planctomycetes bacterium V6	1.14425115007151	-0.0702827840920963	0.18181285769712	-0.386566632208046	0.699077064697404	0.998522042232446	class
g__Thiocystis	1.35408406700244	-0.0655001117300177	0.169616657396844	-0.386165561421071	0.69937405729041	0.96539232939599	genus
s__Corynebacterium glaucum	1.23597891113818	-0.0675600717452416	0.174971251650642	-0.386120983349517	0.699407070157682	NA	species
o__unclassified-s__Planctomycetes bacterium Poly30	6.62517169149437	-0.0614397924486091	0.159188766038483	-0.385955579514678	0.699529567071529	0.999754298260477	order
s__Swingsia samuiensis	1.12392074905943	-0.0704700215382527	0.182588099081451	-0.385950792481917	0.699533112430694	NA	species
f__Morganellaceae	272.278126562194	-0.0534923430271276	0.138610180963241	-0.385919292907594	0.699556441722986	0.948736069235123	family
s__Corynebacterium glyciniphilum	1.12391147776609	-0.0704712332988208	0.18260877748281	-0.385913723700684	0.699560566432223	NA	species
s__Francisella sp. CA97-1460	1.12399250804642	-0.0704732936251176	0.182639842136761	-0.385859365627063	0.699600825996032	NA	species
g__Thermococcus	25.7456929769617	-0.0192237980696539	0.0498579182751501	-0.385571614995312	0.699813958630249	0.96539232939599	genus
s__Toxoplasma gondii	638.719055963645	0.02396574548383	0.0621574635263913	0.385565049218176	0.69981882208021	0.908027897551476	species
p__unclassified-f__Microviridae	8.46900255543027	-0.0260622391437169	0.0676078053724991	-0.385491571574046	0.699873249812383	0.994517608129793	phlyum
s__Providencia alcalifaciens	1.12394034831646	-0.0704689377047655	0.182857765746879	-0.385375690318301	0.699959090672166	NA	species
s__Leptotrichia buccalis	4.30632480913163	-0.074502091987439	0.193323447848856	-0.38537535315264	0.699959340438517	0.908027897551476	species
g__Cobetia	2.26117917398458	0.0908437285202837	0.235860887230139	0.385158088681502	0.700120292858784	0.96539232939599	genus
s__Chitinimonas sp. R3-44	1.24153843194463	0.065213431832587	0.169423454683917	0.384913835892745	0.700301254667531	NA	species
f__unclassified-s__Proteobacteria bacterium H1R30-47	4.72577450291252	-0.0570110598224139	0.148165755985874	-0.3847789217088	0.70040121707409	0.948736069235123	family
s__Dickeya zeae	1.24148654210996	0.0652177559141741	0.169700180443372	0.384311647423008	0.700747476237772	NA	species
g__Desulfococcus	1.28759585849964	0.064087538677832	0.166783117491597	0.384256749973875	0.700788160378676	0.96539232939599	genus
s__Candidatus Thioglobus autotrophicus	1.24999729429777	-0.0677294376363007	0.176262385426643	-0.384253494994757	0.700790572649388	NA	species
o__unclassified-s__Armatimonadetes bacterium Uphvl-Ar1	1.1051437391727	-0.0711978470758082	0.185307536011293	-0.384214525800338	0.700819453021746	0.999754298260477	order
f__Puniceicoccaceae	10.058761365329	-0.0445993501030778	0.116150673211357	-0.383978403826565	0.700994454095172	0.948736069235123	family
s__Cobetia marina	2.25281467183882	0.0906506444972019	0.236246870146411	0.383711515166413	0.701192276906274	0.908027897551476	species
s__Bacillus beveridgei	6.03062476744506	-0.049285692382031	0.128506789102906	-0.383525981203714	0.701329810049096	0.908027897551476	species
s__Streptomyces exfoliatus	4.50518953288473	-0.058116177838167	0.151541978286678	-0.38349887269009	0.70134990594461	0.908027897551476	species
g__Pahexavirus	46.6153810082471	-0.018102501341315	0.0472076883670541	-0.383465108491706	0.701374936078397	0.96539232939599	genus
s__Thiocystis violascens	1.34756837854067	-0.0651129094047048	0.169815211704864	-0.383433902952522	0.701398069710702	NA	species
s__Propionibacterium virus P1001	1.13835388239913	-0.0706473669297313	0.184439131994949	-0.383038925447046	0.701690902681913	NA	species
g__Providencia	13.2468636962474	0.0462338893147238	0.120754470967938	0.382875175917915	0.701812318187555	0.96539232939599	genus
g__unclassified-s__Chitinimonas sp. R3-44	1.24797789730651	0.0648224379851333	0.169339365110273	0.382796037666264	0.701870999624458	0.96539232939599	genus
s__Arcobacter anaerophilus	1.10958695154974	-0.0702937880154464	0.183758351297261	-0.382533841423807	0.702065432240769	NA	species
s__Salicibibacter kimchii	1.16114532967207	0.0668595737075553	0.174897674150602	0.382278232299324	0.702254998928483	NA	species
s__Brenneria goodwinii	1.10961212479425	-0.0702928863039808	0.184140057832373	-0.381735984725116	0.702657205814289	NA	species
f__Actinopolysporaceae	3.64506904329857	0.0534947597443972	0.140138694708989	0.381727258524022	0.702663679070444	0.948736069235123	family
f__unclassified-s__Planctomycetes bacterium Poly30	6.66634169345561	-0.0607574664952192	0.159239532194826	-0.381547632411302	0.702796933807877	0.948736069235123	family
f__Sutterellaceae	1.4602204498723	-0.0632790371967861	0.165930466651495	-0.381358761135118	0.702937056873977	0.948736069235123	family
g__unclassified-s__Armatimonadetes bacterium Uphvl-Ar1	1.10056351359936	-0.0705012965194537	0.184921953776624	-0.381248927342698	0.703018546895808	NA	genus
g__Coraliomargarita	9.95738441858314	-0.0444489716956821	0.116613419542955	-0.381165151231236	0.703080705990666	0.96539232939599	genus
s__Egicoccus halophilus	1.20122820801548	0.0660096664168794	0.173185099572566	0.381150956865207	0.703091237935921	NA	species
s__Antarctobacter heliothermus	3.97267895709741	0.0535791915754037	0.14058329846922	0.381120603647912	0.703113759627706	0.909579183814441	species
s__Dickeya dianthicola	1.12113537806737	0.0677700044704361	0.177843740469013	0.381064884778692	0.703155102980842	NA	species
f__unclassified-s__Armatimonadetes bacterium Uphvl-Ar1	1.11252681279308	-0.0704837018302239	0.185004602671362	-0.380983504261402	0.703215488832156	NA	family
o__unclassified-f__Nimaviridae	1.09082825132662	-0.0710051856881548	0.186522495922198	-0.380678938146808	0.703441499143403	0.999754298260477	order
g__Clostridium	108.013441373771	0.026644613792409	0.0699961588604246	0.380658227911328	0.703456868603163	0.96539232939599	genus
c__unclassified-s__Planctomycetes bacterium Poly30	6.60704699249601	-0.0607539501767411	0.159618566687134	-0.380619569751081	0.70348555788352	0.998522042232446	class
g__Euhalothece	1.10081143024033	-0.0705082117024578	0.185279504531495	-0.380550519501591	0.703536803016749	NA	genus
g__Sutterella	1.44004751548879	-0.0631164786162899	0.165917557972716	-0.380408676378115	0.703642075068355	0.96539232939599	genus
k__unclassified-f__Nimaviridae	1.07378359566428	-0.070821410272871	0.186293877676518	-0.380159622829076	0.703826929481196	0.992930995853098	kingdom
g__unclassified-s__Salicibibacter kimchii	1.16679805816966	0.0664714967770653	0.174872021524659	0.38011510473499	0.70385997388262	NA	genus
s__Bartonella ancashensis	1.08092172867531	0.0687473540699605	0.180995563608134	0.379828945524889	0.704072394341918	NA	species
f__Microviridae	8.66472298851233	-0.0258606937694398	0.0681925663973567	-0.379230393218376	0.7045167837249	0.948736069235123	family
s__Salinimonas lutimaris	1.09522625334398	-0.0701115261943675	0.184880092009795	-0.379227019157113	0.704519289050191	NA	species
s__Methanocella paludicola	1.0952472924623	-0.070112841271942	0.184892988913498	-0.379207679447186	0.704533649332742	NA	species
s__Bifidobacterium actinocoloniiforme	1.09524104593226	-0.070112267164562	0.18489925292824	-0.379191727679791	0.704545494051233	NA	species
s__Armatimonadetes bacterium Uphvl-Ar1	1.09527245724998	-0.0701115413028486	0.184902287381211	-0.379181579069924	0.704553029769303	NA	species
f__Egicoccaceae	1.22045109613266	0.0657010443009564	0.173272841215341	0.379176816401965	0.70455656623636	0.948736069235123	family
s__Acinetobacter chinensis	1.09525040634448	-0.0701117260539944	0.18494429331155	-0.379096455470982	0.704616238330591	NA	species
g__Egicoccus	1.20696655714946	0.06564423582282	0.17317428893229	0.379064561070531	0.704639922055306	NA	genus
g__Antarctobacter	3.98654519727599	0.0529552228606478	0.139727103683322	0.378990342350943	0.704695035525064	0.96539232939599	genus
f__Methylophilaceae	9.53673159658123	-0.0241396631085461	0.0636954519619686	-0.378985663261475	0.704698510183655	0.948736069235123	family
s__Mycoplasma meleagridis	1.04080877293698	0.0698011363469069	0.184316205772692	0.378703196793175	0.704908279186888	NA	species
s__Phascolarctobacterium succinatutens	1.04082771582815	0.0698019150290462	0.184324446232622	0.378690490901865	0.704917715532295	NA	species
g__Rhodothermus	1.39469091970584	-0.0623591250137174	0.164686735155228	-0.378652992027197	0.704945565266628	0.96539232939599	genus
s__Euhalothece natronophila	1.09539575586679	-0.0701156158787535	0.185221577496275	-0.37854993368774	0.705022106863538	NA	species
p__unclassified-f__Nimaviridae	1.07416936009685	-0.0704570844985269	0.186217714967677	-0.378358656751622	0.705164176470092	0.994517608129793	phlyum
s__Halorhabdus tiamatea	1.09527408025649	-0.0701118925674931	0.185310849959196	-0.37834747713332	0.705172480371485	NA	species
s__Coraliomargarita akajimensis	9.91295043545189	-0.044306843223574	0.117147086880832	-0.378215493046319	0.705270517039102	0.910825452445391	species
p__Tenericutes	198.69742754675	0.0223319785208278	0.0590775293358995	0.378011382193287	0.705422138496611	0.994517608129793	phlyum
g__Whispovirus	1.08606920384844	-0.0703092015254614	0.186124715869209	-0.377753170486332	0.705613964927162	NA	genus
g__Fuerstia	1.086275621753	-0.0703149778016362	0.186156099871559	-0.377720514397062	0.705638226589574	NA	genus
s__Naumovozyma dairenensis	17.8940692263424	0.03748067598818	0.0992749297945637	0.377544220537263	0.705769208313888	0.910825452445391	species
f__Nimaviridae	1.09806602027482	-0.0702853672328472	0.186213784307332	-0.377444492062125	0.705843307822205	NA	family
s__Candidatus Puniceispirillum marinum	1.19287921727397	-0.0669548661808169	0.177405756908507	-0.377410898877127	0.705868268608211	NA	species
c__unclassified-s__Armatimonadetes bacterium Uphvl-Ar1	1.10047832229847	-0.0697331208236381	0.184835603595174	-0.377271042306152	0.705972189811057	0.998522042232446	class
g__unclassified-s__Proteobacteria bacterium H1R30-47	4.67584566990057	-0.0560312753828687	0.1485213988883	-0.377260622390238	0.705979932607036	0.96539232939599	genus
s__Gordonia alkanivorans	1.12420849009239	-0.0704780038370458	0.186914618772934	-0.377059880600688	0.706129105079729	NA	species
g__Ureaplasma	1.18440970711991	-0.0671255357538246	0.178303712570274	-0.376467403769671	0.706569444122633	NA	genus
g__Ilyobacter	1.18477814663349	-0.0671252732908671	0.178308410867797	-0.376456012165549	0.706577911523025	NA	genus
g__Phascolarctobacterium	1.0459771668823	0.0694105787792654	0.184380132152511	0.376453677350941	0.706579646999521	NA	genus
o__unclassified-s__gamma proteobacterium BW-2	1.68042250119169	-0.0609213623611226	0.161877209913905	-0.376343046643341	0.706661880969731	0.999754298260477	order
g__Thermotoga	3.44658745965971	0.03884144361579	0.103208969594776	0.376337868387711	0.706665730152377	0.96539232939599	genus
s__Rhodothermus marinus	1.38784697297568	-0.0619804256926035	0.164898367995304	-0.375870461582547	0.70701320123626	0.910825452445391	species
s__Lactobacillus terrae	1.47091213834556	0.0591692295888592	0.15742542225556	0.37585561938532	0.707024235953579	0.910825452445391	species
s__Candidatus Nitrosoglobus terrae	1.08095813029742	-0.0699248643240558	0.186059571274553	-0.375819764847642	0.707050892953969	NA	species
s__Mycoplasma yeatsii	1.08090965149193	-0.0699249377292922	0.186062438166745	-0.375814368650952	0.707054904929625	NA	species
s__White spot syndrome virus	1.08086822778655	-0.0699239457487483	0.186094408690179	-0.375744474220942	0.707106870922493	NA	species
s__Bordetella holmesii	1.08102784197033	-0.0699271558657662	0.186109594971134	-0.375731062531258	0.707116842570862	NA	species
s__Fuerstia marisgermanicae	1.08092672262649	-0.0699245708530112	0.186122212254775	-0.375691702811346	0.707146106980275	NA	species
f__Yersiniaceae	82.5939793080282	0.0425383954936452	0.113304909752073	0.375432940961916	0.707338510196527	0.948736069235123	family
o__Actinopolysporales	3.61999484459874	0.0524735413949762	0.139965469685823	0.37490347807043	0.707732252295961	0.999754298260477	order
s__Iamiaceae bacterium SCSIO 58843	2.03381949847675	-0.0824118055650391	0.219935304183587	-0.374709307680078	0.7078766692752	0.910825452445391	species
g__unclassified-s__Planctomycetes bacterium Poly30	6.60837172795129	-0.0599093305692494	0.159952989646162	-0.374543362407775	0.708000101750766	0.96539232939599	genus
g__Halobellus	1.07201668180536	-0.0701268685810823	0.187331370794772	-0.374346636570064	0.708146439191066	NA	genus
s__Ilyobacter polytropus	1.17855666023498	-0.0667403250233014	0.178344823200178	-0.374220702489304	0.708240122788104	NA	species
s__Streptococcus viridans	1.42572095667229	-0.0737928883937149	0.197226317757742	-0.374153354545496	0.708290225395646	0.910825452445391	species
c__unclassified-f__Nimaviridae	1.0861035575807	-0.0695466500588923	0.186043023410767	-0.373820252884943	0.708538050508932	0.998522042232446	class
o__Egicoccales	1.21195395835523	0.0649474620116519	0.173805188841223	0.373679649293922	0.708642667780004	0.999754298260477	order
g__Moineauvirus	1.07208464661866	-0.0701292933383854	0.187702926873375	-0.373618539180771	0.708688138981659	NA	genus
g__Parapoxvirus	1.07184919405664	-0.0701237795806064	0.187702115327696	-0.37359077950817	0.70870879491833	NA	genus
g__unclassified-s__Streptococcus phage SpSL1	1.07139846978197	-0.0701130672311685	0.187700547203374	-0.373536829145206	0.708748939926726	NA	genus
s__Edwardsiella piscicida	2.46083751036495	0.0925841006647753	0.248049858153727	0.373247948432194	0.708963912735975	0.910825452445391	species
k__unclassified-p__Tenericutes	198.646710908147	0.0220779917390524	0.0591620093691029	0.373178530859408	0.709015573812788	0.992930995853098	kingdom
s__Corynebacterium doosanense	1.85472823611569	0.059131576120839	0.158704313243469	0.372589597045955	0.709453916580333	0.910825452445391	species
s__Desulfuromonas sp. DDH964	1.13556405368256	0.065907922682737	0.17690858848232	0.372553550102649	0.709480749404712	NA	species
g__unclassified-s__halophilic archaeon DL31	1.26797102384096	-0.0642229784928713	0.172410196507208	-0.372501045726644	0.709519833549164	0.96539232939599	genus
s__Marinobacter sp. CP1	1.06656935379614	-0.0697328555096251	0.187263035953326	-0.372379178595639	0.709610554125182	NA	species
s__Altererythrobacter epoxidivorans	1.06657636431857	-0.0697332224505732	0.187271795528739	-0.37236372008764	0.709622062073222	NA	species
s__Blastomonas fulva	1.06658730936753	-0.0697341321787748	0.187274851521043	-0.372362501491232	0.709622969249237	NA	species
s__Mycoplasma struthionis	1.06656363896559	-0.0697327580486257	0.187274607964878	-0.37235564824519	0.709628071110476	NA	species
f__unclassified-s__halophilic archaeon DL31	1.28208295343993	-0.0642049560885037	0.172437430168478	-0.372337699684882	0.709641432878955	0.948736069235123	family
s__Halobellus limi	1.06661836283904	-0.0697336164648723	0.187292125934066	-0.372325404055807	0.709650586386046	NA	species
s__Leuconostoc pseudomesenteroides	1.06662848760457	-0.0697346933509801	0.187311484446879	-0.372292673654811	0.709674952806589	NA	species
s__Mycobacterium marinum	1.06657282315909	-0.0697328752932194	0.187313457739661	-0.372279045695361	0.709685098342439	NA	species
